"Time","200","500","502","504"
2025-01-30 00:36:00,5.52,NaN,NaN,NaN
2025-01-30 00:36:30,NaN,NaN,NaN,NaN
2025-01-30 00:37:00,NaN,NaN,NaN,NaN
2025-01-30 00:37:30,0.636,NaN,NaN,NaN
2025-01-30 00:38:00,0.376,NaN,NaN,NaN
2025-01-30 00:38:30,0.335,NaN,NaN,NaN
2025-01-30 00:39:00,0.297,NaN,NaN,NaN
2025-01-30 00:39:30,0.214,NaN,NaN,NaN
2025-01-30 00:40:00,0.201,NaN,NaN,NaN
2025-01-30 00:40:30,NaN,NaN,NaN,NaN
2025-01-30 00:41:00,NaN,NaN,NaN,NaN
2025-01-30 00:41:30,0.468,NaN,NaN,NaN
2025-01-30 00:42:00,0.343,NaN,NaN,NaN
2025-01-30 00:42:30,0.395,NaN,NaN,NaN
2025-01-30 00:43:00,0.365,NaN,NaN,NaN
2025-01-30 00:43:30,0.338,NaN,NaN,NaN
2025-01-30 00:44:00,0.356,NaN,NaN,NaN
2025-01-30 00:44:30,NaN,NaN,NaN,NaN
2025-01-30 00:45:00,NaN,NaN,NaN,NaN
2025-01-30 00:45:30,2.71,NaN,NaN,NaN
2025-01-30 00:46:00,0.950,NaN,NaN,NaN
2025-01-30 00:46:30,0.856,NaN,NaN,NaN
2025-01-30 00:47:00,0.764,NaN,NaN,NaN
2025-01-30 00:47:30,0.677,NaN,NaN,NaN
2025-01-30 00:48:00,0.529,NaN,NaN,NaN
2025-01-30 00:48:30,NaN,NaN,NaN,NaN
2025-01-30 00:49:00,NaN,NaN,NaN,NaN
2025-01-30 00:49:30,1.32,NaN,NaN,NaN
2025-01-30 00:50:00,1.19,NaN,NaN,NaN
2025-01-30 00:50:30,1.39,NaN,NaN,NaN
2025-01-30 00:51:00,1.26,NaN,NaN,NaN
2025-01-30 00:51:30,1.27,NaN,NaN,NaN
2025-01-30 00:52:00,1.33,NaN,NaN,NaN
2025-01-30 00:52:30,NaN,NaN,NaN,NaN
2025-01-30 00:53:00,NaN,NaN,NaN,NaN
2025-01-30 00:53:30,2.65,NaN,NaN,NaN
2025-01-30 00:54:00,1.05,NaN,NaN,NaN
2025-01-30 00:54:30,0.732,NaN,NaN,NaN
2025-01-30 00:55:00,0.803,NaN,NaN,NaN
2025-01-30 00:55:30,0.733,NaN,NaN,NaN
2025-01-30 00:56:00,0.468,NaN,NaN,NaN
2025-01-30 00:56:30,NaN,NaN,NaN,NaN
2025-01-30 00:57:00,NaN,NaN,NaN,NaN
2025-01-30 00:57:30,1.35,NaN,NaN,NaN
2025-01-30 00:58:00,1.17,NaN,NaN,NaN
2025-01-30 00:58:30,1.41,NaN,NaN,NaN
2025-01-30 00:59:00,1.01,NaN,NaN,NaN
2025-01-30 00:59:30,1.13,NaN,NaN,NaN
2025-01-30 01:00:00,1.31,NaN,NaN,NaN
2025-01-30 01:00:30,NaN,NaN,NaN,NaN
2025-01-30 01:01:00,NaN,NaN,NaN,NaN
2025-01-30 01:01:30,4.07,NaN,NaN,NaN
2025-01-30 01:02:00,3.00,NaN,NaN,NaN
2025-01-30 01:02:30,1.97,NaN,NaN,NaN
2025-01-30 01:03:00,1.69,NaN,NaN,NaN
2025-01-30 01:03:30,1.32,NaN,NaN,NaN
2025-01-30 01:04:00,1.42,NaN,NaN,NaN
2025-01-30 01:04:30,NaN,NaN,NaN,NaN
2025-01-30 01:05:00,NaN,NaN,NaN,NaN
2025-01-30 01:05:30,3.20,NaN,NaN,NaN
2025-01-30 01:06:00,3.41,NaN,NaN,NaN
2025-01-30 01:06:30,3.16,NaN,NaN,NaN
2025-01-30 01:07:00,2.92,NaN,NaN,NaN
2025-01-30 01:07:30,2.77,NaN,NaN,NaN
2025-01-30 01:08:00,2.79,NaN,NaN,NaN
2025-01-30 01:08:30,NaN,NaN,NaN,NaN
2025-01-30 01:09:00,NaN,NaN,NaN,NaN
2025-01-30 01:09:30,4.27,NaN,NaN,NaN
2025-01-30 01:10:00,3.85,NaN,NaN,NaN
2025-01-30 01:10:30,3.27,NaN,NaN,NaN
2025-01-30 01:11:00,4.04,NaN,NaN,NaN
2025-01-30 01:11:30,3.84,NaN,NaN,NaN
2025-01-30 01:12:00,3.69,NaN,NaN,NaN
2025-01-30 01:12:30,NaN,NaN,NaN,NaN
2025-01-30 01:13:00,NaN,NaN,NaN,NaN
2025-01-30 01:13:30,4.38,NaN,NaN,NaN
2025-01-30 01:14:00,3.23,30.0,NaN,NaN
2025-01-30 01:14:30,2.49,30.0,NaN,NaN
2025-01-30 01:15:00,2.69,30.0,NaN,NaN
2025-01-30 01:15:30,8.37,NaN,NaN,NaN
2025-01-30 01:16:00,4.17,NaN,NaN,NaN
2025-01-30 01:16:30,NaN,NaN,NaN,NaN
2025-01-30 01:17:00,NaN,NaN,NaN,NaN
2025-01-30 01:17:30,5.61,NaN,NaN,NaN
2025-01-30 01:18:00,4.92,NaN,NaN,NaN
2025-01-30 01:18:30,4.85,NaN,NaN,NaN
2025-01-30 01:19:00,4.71,NaN,NaN,NaN
2025-01-30 01:19:30,6.39,NaN,NaN,NaN
2025-01-30 01:20:00,7.44,30.0,NaN,NaN
2025-01-30 01:20:30,NaN,NaN,NaN,NaN
2025-01-30 01:21:00,NaN,NaN,NaN,NaN
2025-01-30 01:21:30,4.80,NaN,NaN,NaN
2025-01-30 01:22:00,3.51,NaN,NaN,NaN
2025-01-30 01:22:30,3.03,NaN,NaN,NaN
2025-01-30 01:23:00,3.44,NaN,NaN,NaN
2025-01-30 01:23:30,6.97,30.0,NaN,NaN
2025-01-30 01:24:00,6.15,30.0,NaN,NaN
2025-01-30 01:24:30,NaN,NaN,NaN,NaN
2025-01-30 01:25:00,NaN,NaN,NaN,NaN
2025-01-30 01:25:30,7.05,NaN,NaN,NaN
2025-01-30 01:26:00,7.34,NaN,NaN,NaN
2025-01-30 01:26:30,6.71,NaN,NaN,NaN
2025-01-30 01:27:00,6.66,NaN,NaN,NaN
2025-01-30 01:27:30,8.05,NaN,NaN,NaN
2025-01-30 01:28:00,5.98,NaN,NaN,NaN
2025-01-30 01:28:30,NaN,NaN,NaN,NaN
2025-01-30 01:29:00,NaN,NaN,NaN,NaN
2025-01-30 01:29:30,3.69,NaN,NaN,NaN
2025-01-30 01:30:00,7.12,NaN,NaN,NaN
2025-01-30 01:30:30,6.69,NaN,NaN,NaN
2025-01-30 01:31:00,5.90,NaN,NaN,NaN
2025-01-30 01:31:30,6.37,NaN,NaN,NaN
2025-01-30 01:32:00,6.74,NaN,NaN,NaN
2025-01-30 01:32:30,NaN,NaN,NaN,NaN
2025-01-30 01:33:00,NaN,NaN,NaN,NaN
2025-01-30 01:33:30,0.598,NaN,NaN,NaN
2025-01-30 01:34:00,0.382,NaN,NaN,NaN
2025-01-30 01:34:30,0.303,NaN,NaN,NaN
2025-01-30 01:35:00,0.249,NaN,NaN,NaN
2025-01-30 01:35:30,0.234,NaN,NaN,NaN
2025-01-30 01:36:00,0.179,NaN,NaN,NaN
2025-01-30 01:36:30,NaN,NaN,NaN,NaN
2025-01-30 01:37:00,NaN,NaN,NaN,NaN
2025-01-30 01:37:30,0.423,NaN,NaN,NaN
2025-01-30 01:38:00,0.388,NaN,NaN,NaN
2025-01-30 01:38:30,0.383,NaN,NaN,NaN
2025-01-30 01:39:00,0.372,NaN,NaN,NaN
2025-01-30 01:39:30,0.334,NaN,NaN,NaN
2025-01-30 01:40:00,0.328,NaN,NaN,NaN
2025-01-30 01:40:30,NaN,NaN,NaN,NaN
2025-01-30 01:41:00,NaN,NaN,NaN,NaN
