0.012,0.014,0.014,0.012,0.014,0.018,0.017
0.013,0.016,0.016,0.016,0.014,0.017,0.017
0.019,0.014,0.015,0.013,0.016,0.014,0.016
0.016,0.014,0.015,0.014,0.014,0.016,0.019
0.014,0.014,0.012,0.013,0.014,0.016,0.019
0.015,0.014,0.013,0.012,0.013,0.018,0.015
0.016,0.014,0.014,0.016,0.015,0.015,0.016
0.016,0.015,0.014,0.014,0.017,0.017,0.017
0.015,0.012,0.015,0.015,0.014,0.019,0.017
0.014,0.013,0.011,0.017,0.013,0.018,0.016
0.013,0.013,0.010,0.014,0.011,0.015,0.015
0.013,0.013,0.012,0.011,0.012,0.014,0.014
0.013,0.013,0.013,0.012,0.011,0.014,0.013
0.011,0.013,0.012,0.013,0.010,0.015,0.013
0.013,0.011,0.012,0.012,0.011,0.015,0.015
0.013,0.011,0.012,0.013,0.013,0.012,0.014
0.012,0.012,0.012,0.013,0.012,0.013,0.015
0.011,0.013,0.011,0.012,0.012,0.014,0.014
0.011,0.013,0.013,0.012,0.013,0.012,0.013
0.011,0.013,0.012,0.013,0.013,0.014,0.013
0.012,0.012,0.012,0.012,0.012,0.015,0.014
0.014,0.012,0.013,0.013,0.012,0.014,0.015
0.011,0.011,0.013,0.012,0.012,0.013,0.015
0.011,0.011,0.014,0.012,0.012,0.012,0.014
0.012,0.012,0.012,0.012,0.013,0.014,0.012
0.012,0.013,0.011,0.010,0.012,0.013,0.014
0.013,0.011,0.010,0.011,0.012,0.015,0.015
0.011,0.012,0.011,0.012,0.013,0.014,0.014
0.013,0.012,0.011,0.010,0.013,0.012,0.015
0.014,0.011,0.011,0.010,0.013,0.013,0.013
0.013,0.014,0.011,0.012,0.011,0.014,0.013
0.012,0.012,0.010,0.013,0.011,0.015,0.012
0.012,0.011,0.011,0.012,0.011,0.013,0.013
0.013,0.014,0.011,0.013,0.012,0.013,0.014
0.013,0.013,0.012,0.014,0.013,0.013,0.013
0.012,0.013,0.012,0.013,0.012,0.014,0.012
0.013,0.012,0.012,0.013,0.012,0.015,0.013
0.013,0.011,0.012,0.011,0.014,0.012,0.015
0.012,0.011,0.012,0.011,0.013,0.013,0.015
0.011,0.012,0.012,0.013,0.014,0.015,0.013
0.012,0.014,0.011,0.013,0.015,0.014,0.013
0.013,0.012,0.012,0.013,0.012,0.014,0.015
0.013,0.010,0.011,0.013,0.012,0.016,0.014
0.013,0.010,0.012,0.011,0.013,0.014,0.013
0.012,0.011,0.012,0.011,0.012,0.014,0.013
0.012,0.012,0.011,0.012,0.010,0.012,0.014
0.011,0.012,0.009,0.012,0.010,0.012,0.014
0.013,0.012,0.011,0.013,0.012,0.015,0.013
0.013,0.012,0.013,0.011,0.013,0.016,0.016
0.010,0.012,0.011,0.011,0.012,0.012,0.014
0.012,0.014,0.011,0.012,0.012,0.016,0.015
0.013,0.013,0.012,0.011,0.013,0.020,0.015
0.013,0.012,0.012,0.011,0.012,0.013,0.013
0.012,0.013,0.011,0.012,0.012,0.014,0.013
0.013,0.014,0.011,0.012,0.014,0.014,0.015
0.014,0.012,0.012,0.012,0.014,0.012,0.013
0.012,0.012,0.012,0.012,0.014,0.013,0.012
0.010,0.011,0.013,0.012,0.013,0.013,0.014
0.012,0.011,0.012,0.012,0.016,0.013,0.015
0.012,0.012,0.012,0.011,0.017,0.013,0.016
0.012,0.012,0.011,0.012,0.015,0.013,0.013
0.013,0.011,0.011,0.012,0.020,0.013,0.012
