Time,reducirimagen.openfaas-fn
2025-07-01 02:32:00,2.6283333333333334
2025-07-01 02:32:30,2.813333333333333
2025-07-01 02:33:00,2.295
2025-07-01 02:33:30,2.6283333333333334
2025-07-01 02:34:00,2.813333333333333
2025-07-01 02:34:30,2.11
2025-07-01 02:35:00,2.813333333333333
2025-07-01 02:35:30,1.925
2025-07-01 02:36:00,2.0733333333333333
2025-07-01 02:36:30,2.6283333333333334
2025-07-01 02:37:00,2.6283333333333334
2025-07-01 02:37:30,2.481666666666667
2025-07-01 02:38:00,2.295
2025-07-01 02:38:30,2.813333333333333
2025-07-01 02:39:00,2.813333333333333
2025-07-01 02:39:30,2.813333333333333
2025-07-01 02:40:00,1.555
2025-07-01 02:40:30,2.2583333333333333
2025-07-01 02:41:00,2.6283333333333334
2025-07-01 02:41:30,2.295
2025-07-01 02:42:00,2.813333333333333
2025-07-01 02:42:30,2.11
2025-07-01 02:43:00,2.813333333333333
2025-07-01 02:43:30,2.813333333333333
2025-07-01 02:44:00,2.6283333333333334
2025-07-01 02:44:30,1.555
2025-07-01 02:45:00,2.4433333333333334
2025-07-01 02:45:30,2.6283333333333334
2025-07-01 02:46:00,2.295
2025-07-01 02:46:30,2.6283333333333334
2025-07-01 02:47:00,1.7766666666666666
2025-07-01 02:47:30,2.813333333333333
2025-07-01 02:48:00,2.295
2025-07-01 02:48:30,2.2583333333333333
2025-07-01 02:49:00,2.2583333333333333
2025-07-01 02:49:30,2.2583333333333333
2025-07-01 02:50:00,2.813333333333333
2025-07-01 02:50:30,2.11
2025-07-01 02:51:00,2.813333333333333
2025-07-01 02:51:30,2.813333333333333
2025-07-01 02:52:00,2.6283333333333334
2025-07-01 02:52:30,2.295
2025-07-01 02:53:00,2.0733333333333333
2025-07-01 02:53:30,2.2583333333333333
2025-07-01 02:54:00,2.11
2025-07-01 02:54:30,2.813333333333333
2025-07-01 02:55:00,2.591666666666667
2025-07-01 02:55:30,1.9616666666666667
2025-07-01 02:56:00,2.813333333333333
2025-07-01 02:56:30,2.813333333333333
2025-07-01 02:57:00,2.11
2025-07-01 02:57:30,2.813333333333333
2025-07-01 02:58:00,2.6283333333333334
2025-07-01 02:58:30,1.555
2025-07-01 02:59:00,2.2583333333333333
2025-07-01 02:59:30,2.6283333333333334
2025-07-01 03:00:00,2.295
2025-07-01 03:00:30,2.815
2025-07-01 03:01:00,2.813333333333333
2025-07-01 03:01:30,2.295
2025-07-01 03:02:00,2.6283333333333334
2025-07-01 03:02:30,2.6283333333333334
2025-07-01 03:03:00,1.555
2025-07-01 03:03:30,2.2583333333333333
2025-07-01 03:04:00,2.6283333333333334
2025-07-01 03:04:30,2.48
2025-07-01 03:05:00,2.295
2025-07-01 03:05:30,2.6283333333333334
2025-07-01 03:06:00,2.813333333333333
2025-07-01 03:06:30,2.11
2025-07-01 03:07:00,2.813333333333333
2025-07-01 03:07:30,1.555
2025-07-01 03:08:00,2.4433333333333334
2025-07-01 03:08:30,2.813333333333333
2025-07-01 03:09:00,2.6283333333333334
2025-07-01 03:09:30,2.813333333333334
2025-07-01 03:10:00,2.11
2025-07-01 03:10:30,2.813333333333333
2025-07-01 03:11:00,2.813333333333333
2025-07-01 03:11:30,2.813333333333333
2025-07-01 03:12:00,1.555
2025-07-01 03:12:30,2.2583333333333333
2025-07-01 03:13:00,2.11
2025-07-01 03:13:30,2.48
2025-07-01 03:14:00,2.6283333333333334
2025-07-01 03:14:30,2.813333333333333
2025-07-01 03:15:00,2.11
2025-07-01 03:15:30,2.813333333333333
2025-07-01 03:16:00,2.6283333333333334
2025-07-01 03:16:30,2.2583333333333333
2025-07-01 03:17:00,1.74
2025-07-01 03:17:30,2.813333333333333
2025-07-01 03:18:00,2.813333333333333
2025-07-01 03:18:30,2.813333333333333
2025-07-01 03:19:00,2.813333333333333
2025-07-01 03:19:30,2.295
2025-07-01 03:20:00,2.6283333333333334
2025-07-01 03:20:30,2.6283333333333334
2025-07-01 03:21:00,2.2583333333333333
2025-07-01 03:21:30,2.6283333333333334
2025-07-01 03:22:00,2.6283333333333334
2025-07-01 03:22:30,1.9616666666666667
2025-07-01 03:23:00,2.6283333333333334
2025-07-01 03:23:30,2.11
2025-07-01 03:24:00,2.6283333333333334
2025-07-01 03:24:30,2.11
2025-07-01 03:25:00,2.2583333333333333
2025-07-01 03:25:30,2.2583333333333333
2025-07-01 03:26:00,1.9249999999999998
2025-07-01 03:26:30,2.813333333333333
2025-07-01 03:27:00,2.813333333333333
2025-07-01 03:27:30,2.813333333333333
2025-07-01 03:28:00,2.813333333333333
2025-07-01 03:28:30,2.11
2025-07-01 03:29:00,2.813333333333333
2025-07-01 03:29:30,2.4433333333333334
2025-07-01 03:30:00,1.74
2025-07-01 03:30:30,2.2583333333333333
2025-07-01 03:31:00,2.6283333333333334
2025-07-01 03:31:30,1.9616666666666667
2025-07-01 03:32:00,6.22
