Time,reducirimagen.openfaas-fn
2025-07-01 03:33:00,1.0
2025-07-01 03:33:30,1.0
2025-07-01 03:34:00,1.0
2025-07-01 03:34:30,1.0
2025-07-01 03:35:00,1.0
2025-07-01 03:35:30,1.0
2025-07-01 03:36:00,1.0
2025-07-01 03:36:30,1.0
2025-07-01 03:37:00,1.0
2025-07-01 03:37:30,1.0
2025-07-01 03:38:00,1.0
2025-07-01 03:38:30,1.0
2025-07-01 03:39:00,1.0
2025-07-01 03:39:30,1.0
2025-07-01 03:40:00,1.0
2025-07-01 03:40:30,1.0
2025-07-01 03:41:00,1.0
2025-07-01 03:41:30,1.0
2025-07-01 03:42:00,1.0
2025-07-01 03:42:30,1.0
2025-07-01 03:43:00,1.0
2025-07-01 03:43:30,1.0
2025-07-01 03:44:00,1.0
2025-07-01 03:44:30,1.0
2025-07-01 03:45:00,1.0
2025-07-01 03:45:30,1.0
2025-07-01 03:46:00,1.0
2025-07-01 03:46:30,1.0
2025-07-01 03:47:00,1.0
2025-07-01 03:47:30,1.0
2025-07-01 03:48:00,1.0
2025-07-01 03:48:30,1.0
2025-07-01 03:49:00,1.0
2025-07-01 03:49:30,1.0
2025-07-01 03:50:00,1.0
2025-07-01 03:50:30,1.0
2025-07-01 03:51:00,1.0
2025-07-01 03:51:30,1.0
2025-07-01 03:52:00,1.0
2025-07-01 03:52:30,1.0
2025-07-01 03:53:00,1.0
2025-07-01 03:53:30,1.0
2025-07-01 03:54:00,1.0
2025-07-01 03:54:30,1.0
2025-07-01 03:55:00,1.0
2025-07-01 03:55:30,1.0
2025-07-01 03:56:00,1.0
2025-07-01 03:56:30,1.0
2025-07-01 03:57:00,1.0
2025-07-01 03:57:30,1.0
2025-07-01 03:58:00,1.0
2025-07-01 03:58:30,1.0
2025-07-01 03:59:00,1.0
2025-07-01 03:59:30,1.0
2025-07-01 04:00:00,1.0
2025-07-01 04:00:30,1.0
2025-07-01 04:01:00,1.0
2025-07-01 04:01:30,1.0
2025-07-01 04:02:00,1.0
2025-07-01 04:02:30,1.0
2025-07-01 04:03:00,1.0
2025-07-01 04:03:30,1.0
2025-07-01 04:04:00,1.0
2025-07-01 04:04:30,1.0
2025-07-01 04:05:00,1.0
2025-07-01 04:05:30,1.0
2025-07-01 04:06:00,1.0
2025-07-01 04:06:30,1.0
2025-07-01 04:07:00,1.0
2025-07-01 04:07:30,1.0
2025-07-01 04:08:00,1.0
2025-07-01 04:08:30,1.0
2025-07-01 04:09:00,1.0
2025-07-01 04:09:30,1.0
2025-07-01 04:10:00,1.0
2025-07-01 04:10:30,1.0
2025-07-01 04:11:00,1.0
2025-07-01 04:11:30,1.0
2025-07-01 04:12:00,1.0
2025-07-01 04:12:30,1.0
2025-07-01 04:13:00,1.0
2025-07-01 04:13:30,1.0
2025-07-01 04:14:00,1.0
2025-07-01 04:14:30,1.0
2025-07-01 04:15:00,1.0
2025-07-01 04:15:30,1.0
2025-07-01 04:16:00,1.0
2025-07-01 04:16:30,1.0
2025-07-01 04:17:00,1.0
2025-07-01 04:17:30,1.0
2025-07-01 04:18:00,1.0
2025-07-01 04:18:30,1.0
2025-07-01 04:19:00,1.0
2025-07-01 04:19:30,1.0
2025-07-01 04:20:00,1.0
2025-07-01 04:20:30,1.0
2025-07-01 04:21:00,1.0
2025-07-01 04:21:30,1.0
2025-07-01 04:22:00,1.0
2025-07-01 04:22:30,1.0
2025-07-01 04:23:00,1.0
2025-07-01 04:23:30,1.0
2025-07-01 04:24:00,1.0
2025-07-01 04:24:30,1.0
2025-07-01 04:25:00,1.0
2025-07-01 04:25:30,1.0
2025-07-01 04:26:00,1.0
2025-07-01 04:26:30,1.0
2025-07-01 04:27:00,1.0
2025-07-01 04:27:30,1.0
2025-07-01 04:28:00,1.0
2025-07-01 04:28:30,1.0
2025-07-01 04:29:00,1.0
2025-07-01 04:29:30,1.0
2025-07-01 04:30:00,1.0
2025-07-01 04:30:30,1.0
2025-07-01 04:31:00,1.0
2025-07-01 04:31:30,1.0
2025-07-01 04:32:00,1.0
2025-07-01 04:32:30,1.0
2025-07-01 04:33:00,1.0
